,v_state,t_state,county,tweets_count,ADI,month,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,administered_dose1_pop_pct_12,administered_dose1_pop_pct_01,administered_dose1_pop_pct_02,administered_dose1_pop_pct_03,svi_ctgy,metro_status,census2019,Dominant Topic
1742,TX,Texas,Kendall County,4,24.0,3,0.007071305,0.025222729,0.007071417,0.029847083,0.007071535,0.176832156,0.025573679,0.258180635,0.207067343,0.007071398,0.229289855,0.0,0.0,0.0,0.0,A,Metro,47431,8
1743,ME,Maine,Kennebec County,7,53.0,1,0.053014978,0.024919311,0.061176897,0.113171663,0.141623812,0.155690063,0.026663269,0.152178028,0.032251806,0.036689517,0.181597007,0.0,6.3,13.8,32.0,B,Non-metro,122302,11
1744,ME,Maine,Kennebec County,17,53.0,2,0.134665221,0.03598703,0.091199902,0.105201186,0.083625296,0.169931897,0.046094613,0.064757592,0.075790526,0.024562639,0.148574405,0.0,6.3,13.8,32.0,B,Non-metro,122302,6
1745,ME,Maine,Kennebec County,32,53.0,3,0.037987884,0.084762428,0.053929136,0.159861568,0.101685539,0.075510629,0.099707755,0.074746608,0.11168691,0.081067838,0.087567591,0.0,6.3,13.8,32.0,B,Non-metro,122302,4
1746,WI,Wisconsin,Kenosha County,2,51.0,1,0.022728821,0.022729203,0.022728648,0.022728607,0.272706956,0.078573015,0.122646594,0.022728577,0.170534814,0.022728819,0.205904752,0.0,7.2,16.5,30.4,C,Metro,169561,5
1747,WI,Wisconsin,Kenosha County,19,51.0,2,0.114872916,0.114675023,0.056473439,0.028467914,0.048889222,0.04728335,0.072902621,0.045638849,0.097002265,0.050039357,0.315900029,0.0,7.2,16.5,30.4,C,Metro,169561,11
1748,WI,Wisconsin,Kenosha County,45,51.0,3,0.0567406,0.080216197,0.080754636,0.109625707,0.077530871,0.068158263,0.090094739,0.106014304,0.193788677,0.040993358,0.070823811,0.0,7.2,16.5,30.4,C,Metro,169561,9
1749,DE,Delaware,Kent County,19,42.0,1,0.095128774,0.028318339,0.010406581,0.090905442,0.116404115,0.108114169,0.027874932,0.133812513,0.097523543,0.074136887,0.187699186,0.0,8.0,12.2,23.9,C,Metro,180786,11
1750,DE,Delaware,Kent County,110,42.0,2,0.119672469,0.052277863,0.035955096,0.050314116,0.076722966,0.081230544,0.039639271,0.059016266,0.124389337,0.08595953,0.254279569,0.0,8.0,12.2,23.9,C,Metro,180786,11
1751,DE,Delaware,Kent County,470,42.0,3,0.080982737,0.082827154,0.0511039,0.061362039,0.067322994,0.089306665,0.065383278,0.097324353,0.131757486,0.083721769,0.161618708,0.0,8.0,12.2,23.9,C,Metro,180786,11
1752,MD,Maryland,Kent County,1,28.5,1,0.0,0.0,0.0,0.0,0.325754851,0.334291875,0.0,0.118596464,0.189523533,0.0,0.0,0.0,12.2,23.8,38.0,B,Non-metro,19422,6
1753,MI,Michigan,Kent County,12,59.0,1,0.095907974,0.0633203,0.029060915,0.35451476,0.026823922,0.100903731,0.099328425,0.031308051,0.068241961,0.029377718,0.068511309,0.0,9.6,15.0,28.4,B,Metro,656955,4
1754,MI,Michigan,Kent County,29,59.0,2,0.083393512,0.087006789,0.024360717,0.044740219,0.087127153,0.131125775,0.078960984,0.091103873,0.13684451,0.037540094,0.180420521,0.0,9.6,15.0,28.4,B,Metro,656955,11
1755,MI,Michigan,Kent County,330,59.0,3,0.083501216,0.08609576,0.077240331,0.100424249,0.092613953,0.080345376,0.077263195,0.072055377,0.143825818,0.051843633,0.109082763,0.0,9.6,15.0,28.4,B,Metro,656955,9
1756,RI,Rhode Island,Kent County,5,37.0,1,0.006239296,0.006239706,0.006239453,0.347618821,0.147099729,0.030190588,0.006239284,0.069905491,0.145443505,0.006240261,0.188054178,0.0,5.0,14.2,27.6,A,Metro,164292,4
1757,RI,Rhode Island,Kent County,10,37.0,2,0.10972448,0.032271286,0.089998266,0.140356783,0.043948583,0.094826616,0.027604236,0.116701542,0.250275051,0.03528893,0.032139156,0.0,5.0,14.2,27.6,A,Metro,164292,9
1758,RI,Rhode Island,Kent County,95,37.0,3,0.091752156,0.074389071,0.105572991,0.109866189,0.0988943,0.082863455,0.073943734,0.098707449,0.102388019,0.052932302,0.080680034,0.0,5.0,14.2,27.6,A,Metro,164292,4
1759,KY,Kentucky,Kenton County,5,55.0,1,0.088393614,0.01441751,0.176080768,0.145562001,0.242498648,0.014418103,0.060391538,0.014417471,0.064259513,0.071899801,0.107661036,0.0,6.8,12.0,25.9,B,Metro,166998,5
1760,KY,Kentucky,Kenton County,5,55.0,2,0.186524216,0.01500331,0.075708346,0.038358394,0.015002747,0.136603867,0.250220404,0.015002765,0.11289008,0.087811848,0.056478469,0.0,6.8,12.0,25.9,B,Metro,166998,7
1761,KY,Kentucky,Kenton County,120,55.0,3,0.099414092,0.089470448,0.065582669,0.104379165,0.083410275,0.074064781,0.049979004,0.083847646,0.108138288,0.088301749,0.127144924,0.0,6.8,12.0,25.9,B,Metro,166998,11
1762,CA,California,Kern County,10,64.0,1,0.058482286,0.022264811,0.026982238,0.033622504,0.01096673,0.167797187,0.010966495,0.104551554,0.285238036,0.062933347,0.200389528,0.0,3.9,9.6,20.7,D,Metro,900202,9
1763,CA,California,Kern County,23,64.0,2,0.119365874,0.105270158,0.020365487,0.066456144,0.117949927,0.085948907,0.043666696,0.182893142,0.080570046,0.019934633,0.124728948,0.0,3.9,9.6,20.7,D,Metro,900202,8
1764,CA,California,Kern County,331,64.0,3,0.060360514,0.069578784,0.084439761,0.09065167,0.081600621,0.111257648,0.067982269,0.079881587,0.145804118,0.054194604,0.130251822,0.0,3.9,9.6,20.7,D,Metro,900202,9
1765,TX,Texas,Kerr County,12,59.0,3,0.142791212,0.040540146,0.129792701,0.031765534,0.01758392,0.078946155,0.02238893,0.061487062,0.069113302,0.059940216,0.310180507,0.0,0.0,0.0,0.0,C,Non-metro,52600,11
1766,SC,South Carolina,Kershaw County,19,62.0,3,0.090696389,0.09033062,0.053184017,0.278778743,0.056060697,0.045684856,0.04485234,0.07896922,0.145326311,0.032121461,0.065132863,0.0,6.1,12.3,23.3,B,Metro,66551,4
1767,AK,Alaska,Ketchikan Gateway Borough,1,32.0,2,0.085586868,0.0,0.088429041,0.0,0.129796833,0.0,0.160587952,0.150587305,0.0,0.051929742,0.319605052,0.0,11.9,21.8,38.2,C,Non-metro,13901,11
1768,AK,Alaska,Ketchikan Gateway Borough,4,32.0,3,0.005776701,0.005776971,0.09089894,0.084438951,0.183618322,0.058262642,0.005777003,0.041437462,0.278273348,0.208368512,0.005776666,0.0,11.9,21.8,38.2,C,Non-metro,13901,9
1769,TX,Texas,Kimble County,1,87.0,3,0.015157383,0.015157535,0.015157535,0.015156998,0.302982539,0.560595632,0.015157475,0.01515957,0.015158807,0.015157088,0.015159434,0.0,0.0,0.0,0.0,C,Non-metro,4337,6
1770,WA,Washington,King County,136,16.0,1,0.075555008,0.054575742,0.070380169,0.099311896,0.088877504,0.101959226,0.068008011,0.080222286,0.170653117,0.052723087,0.11656749,0.0,7.8,14.1,30.3,B,Metro,2252782,9
1771,WA,Washington,King County,420,16.0,2,0.110320064,0.068183635,0.048698301,0.073410262,0.094410596,0.088370001,0.054926554,0.084713635,0.133472324,0.07819667,0.137310287,0.0,7.8,14.1,30.3,B,Metro,2252782,11
1772,WA,Washington,King County,3229,16.0,3,0.075974422,0.081189439,0.088927164,0.077643464,0.098960862,0.078822099,0.079631694,0.091697549,0.131173492,0.059852433,0.108351271,0.0,7.8,14.1,30.3,B,Metro,2252782,9
1773,VA,Virginia,King George County,1,23.0,2,0.0,0.0,0.472915441,0.0,0.0,0.175237,0.0,0.0,0.0,0.220722795,0.08862038,0.0,0.0,2.9,6.6,A,Non-metro,26836,3
1774,VA,Virginia,King George County,1,23.0,3,0.011365335,0.011365511,0.011365297,0.011365328,0.011365537,0.011367464,0.011365729,0.011365728,0.886341512,0.011365392,0.011367129,0.0,0.0,2.9,6.6,A,Non-metro,26836,9
1775,KS,Kansas,Kingman County,1,70.0,3,0.045459121,0.045459066,0.045458917,0.045460105,0.04546335,0.045466524,0.045458924,0.045459691,0.045466442,0.545387328,0.045460537,0.0,7.2,20.3,29.0,A,Metro,7152,10
1776,CA,California,Kings County,3,58.0,2,0.012627969,0.012627392,0.030763334,0.052757493,0.290399194,0.01262797,0.041148721,0.012627218,0.275489213,0.16578297,0.087918666,0.0,3.5,7.2,18.5,D,Metro,152940,5
1777,CA,California,Kings County,27,58.0,3,0.043062964,0.045812711,0.075613233,0.01813423,0.065519708,0.169825352,0.109908764,0.066748832,0.280740648,0.029549197,0.076270234,0.0,3.5,7.2,18.5,D,Metro,152940,9
1778,NY,New York,Kings County,146,11.0,1,0.091741088,0.075802106,0.038514492,0.118931621,0.062800014,0.105560607,0.042855792,0.092110328,0.16623484,0.090265646,0.097659693,0.6,4.7,9.3,22.7,D,Metro,2559903,9
1779,NY,New York,Kings County,540,11.0,2,0.115618824,0.068875551,0.048995183,0.074879087,0.079281961,0.099702416,0.05118585,0.081289881,0.139183808,0.083088741,0.132594049,0.6,4.7,9.3,22.7,D,Metro,2559903,9
1780,NY,New York,Kings County,4329,11.0,3,0.082118694,0.088838044,0.083899357,0.074654488,0.088464228,0.089455026,0.066548352,0.086624119,0.130170995,0.064416295,0.120156588,0.6,4.7,9.3,22.7,D,Metro,2559903,9
1781,CO,Colorado,Kit Carson County,1,64.0,3,0.558144271,0.13856706,0.0,0.0,0.0,0.0,0.0,0.0,0.247306392,0.0,0.0,0.0,0.0,0.5,6.6,C,Non-metro,7097,1
1782,WA,Washington,Kitsap County,2,30.0,1,0.107865997,0.0,0.0,0.094494671,0.0,0.038810998,0.0,0.0,0.533441722,0.0,0.189167351,0.0,10.9,17.9,31.4,B,Metro,271473,9
1783,WA,Washington,Kitsap County,15,30.0,2,0.074758932,0.04157325,0.048788446,0.020228915,0.049951414,0.15546426,0.033258415,0.118610754,0.255043274,0.05339573,0.130580516,0.0,10.9,17.9,31.4,B,Metro,271473,9
1784,WA,Washington,Kitsap County,78,30.0,3,0.087284868,0.094963581,0.057606889,0.035964144,0.092238858,0.096630794,0.057477532,0.067452513,0.176105437,0.056158205,0.154917039,0.0,10.9,17.9,31.4,B,Metro,271473,9
1785,WA,Washington,Kittitas County,15,40.5,1,0.162660379,0.05468294,0.030229815,0.164321488,0.086090718,0.041598066,0.087511132,0.005815633,0.17657012,0.040645453,0.117100305,0.0,9.2,17.8,27.0,B,Non-metro,47935,9
1786,WA,Washington,Kittitas County,111,40.5,2,0.133694654,0.043056861,0.087264494,0.063454559,0.071447017,0.07310893,0.034746014,0.07376142,0.115854152,0.081823833,0.19619997,0.0,9.2,17.8,27.0,B,Non-metro,47935,11
1787,WA,Washington,Kittitas County,413,40.5,3,0.084711309,0.071181987,0.073059357,0.074535883,0.102033891,0.086338883,0.064196213,0.083702452,0.127110257,0.07387545,0.135549788,0.0,9.2,17.8,27.0,B,Non-metro,47935,11
1788,OR,Oregon,Klamath County,5,64.0,1,0.004871437,0.004871445,0.004871327,0.004871618,0.004871462,0.027982997,0.004871348,0.133759641,0.004871646,0.671032602,0.085837407,0.0,7.3,15.9,24.5,D,Non-metro,68238,10
1789,OR,Oregon,Klamath County,15,64.0,2,0.077996687,0.058897661,0.007721333,0.088721061,0.072671965,0.019284843,0.01378069,0.045239165,0.030857366,0.500311371,0.063878594,0.0,7.3,15.9,24.5,D,Non-metro,68238,10
1790,OR,Oregon,Klamath County,46,64.0,3,0.095297402,0.079343664,0.039947007,0.139692732,0.049894196,0.044287386,0.039362414,0.090579346,0.081802361,0.219857975,0.0886776,0.0,7.3,15.9,24.5,D,Non-metro,68238,10
1791,TX,Texas,Kleberg County,1,79.0,1,0.012992621,0.012991218,0.012992459,0.012991286,0.012993024,0.012992105,0.250010967,0.012994329,0.633058131,0.012992778,0.012991044,0.0,0.0,0.0,0.0,D,Non-metro,30680,9
1792,TX,Texas,Kleberg County,12,79.0,2,0.091138564,0.042453963,0.01512007,0.056290033,0.086471228,0.014267879,0.017801054,0.067667839,0.059890591,0.070357774,0.457434269,0.0,0.0,0.0,0.0,D,Non-metro,30680,11
1793,TX,Texas,Kleberg County,64,79.0,3,0.120022744,0.065713166,0.035511737,0.06218525,0.04382131,0.071367191,0.029840977,0.077409461,0.079163436,0.101911418,0.281827398,0.0,0.0,0.0,0.0,D,Non-metro,30680,11
1794,WA,Washington,Klickitat County,1,44.0,1,0.030306574,0.361391306,0.030307204,0.030305566,0.030306019,0.03030555,0.030305758,0.030305196,0.030305602,0.365855962,0.030305266,0.0,8.8,17.8,26.4,C,Non-metro,22425,10
1795,WA,Washington,Klickitat County,5,44.0,2,0.059594064,0.146841611,0.037807166,0.016601541,0.004619275,0.074680322,0.075905455,0.124314589,0.137555369,0.073243634,0.223670516,0.0,8.8,17.8,26.4,C,Non-metro,22425,11
1796,WA,Washington,Klickitat County,5,44.0,3,0.020565529,0.030741069,0.018661928,0.253018439,0.129717118,0.099481326,0.059597486,0.109312761,0.177137893,0.0,0.050056368,0.0,8.8,17.8,26.4,C,Non-metro,22425,4
1797,IL,Illinois,Knox County,1,75.5,1,0.870113969,0.012987787,0.012987702,0.012988294,0.012988058,0.012988643,0.012988106,0.012989058,0.012991381,0.012987823,0.012989174,0.0,10.3,20.1,33.3,C,Non-metro,49699,1
1798,IL,Illinois,Knox County,8,75.5,3,0.096567903,0.073329812,0.00743456,0.153980032,0.040902423,0.130287896,0.142203795,0.05162609,0.163963985,0.016370548,0.101267762,0.0,10.3,20.1,33.3,C,Non-metro,49699,9
1799,IN,Indiana,Knox County,5,78.0,3,0.115328508,0.12460101,0.070482719,0.088398145,0.110355137,0.003031955,0.131837556,0.101519829,0.045709552,0.063292091,0.123677373,0.0,11.9,21.6,29.8,C,Non-metro,36594,7
1800,KY,Kentucky,Knox County,2,89.0,2,0.017864529,0.017864042,0.017863751,0.017864661,0.017863859,0.017863855,0.01786392,0.267837653,0.142849665,0.265103037,0.19916104,0.0,7.2,11.5,19.2,D,Non-metro,31145,8
1801,KY,Kentucky,Knox County,4,89.0,3,0.35080976,0.121228614,0.015413813,0.002841617,0.002841743,0.105010469,0.104551496,0.12537466,0.002841618,0.033128395,0.109755321,0.0,7.2,11.5,19.2,D,Non-metro,31145,1
1802,ME,Maine,Knox County,2,41.0,2,0.005690727,0.049708162,0.005689923,0.069219194,0.139081448,0.005690381,0.005689919,0.005689853,0.430197522,0.005689798,0.246178702,0.0,6.4,17.7,37.6,A,Non-metro,39772,9
1803,ME,Maine,Knox County,2,41.0,3,0.009092268,0.00909222,0.009092371,0.00909212,0.009092273,0.27857174,0.054551843,0.364019543,0.100351602,0.062842495,0.082832206,0.0,6.4,17.7,37.6,A,Non-metro,39772,8
1804,OH,Ohio,Knox County,1,59.5,1,0.270289421,0.0,0.165324926,0.0,0.08175128,0.0,0.0,0.0,0.0,0.0,0.452311277,0.0,4.6,9.7,18.3,B,Non-metro,62322,11
1805,OH,Ohio,Knox County,1,59.5,2,0.30960983,0.0,0.0,0.045426928,0.0,0.0,0.608591437,0.0,0.0,0.0,0.0,0.0,4.6,9.7,18.3,B,Non-metro,62322,7
1806,OH,Ohio,Knox County,6,59.5,3,0.03758951,0.007454957,0.086718533,0.186252175,0.105590293,0.083055255,0.070381139,0.007454935,0.220053974,0.018107209,0.156085074,0.0,4.6,9.7,18.3,B,Non-metro,62322,9
1807,TN,Tennessee,Knox County,17,55.0,1,0.095047378,0.107838579,0.037815101,0.211684394,0.101213353,0.074610977,0.021280423,0.06884827,0.120946567,0.020263902,0.122097832,2.0,6.4,13.4,27.0,B,Metro,470313,4
1808,TN,Tennessee,Knox County,42,55.0,2,0.076380593,0.070375717,0.044976312,0.016310878,0.10469087,0.095752833,0.055720257,0.119872055,0.139450017,0.047428089,0.20071424,2.0,6.4,13.4,27.0,B,Metro,470313,11
1809,TN,Tennessee,Knox County,364,55.0,3,0.06210688,0.063309616,0.086518109,0.0599503,0.091695134,0.113226094,0.055935993,0.087902236,0.157423955,0.051957318,0.145305558,2.0,6.4,13.4,27.0,B,Metro,470313,9
1810,ID,Idaho,Kootenai County,1,44.5,1,0.012994453,0.012993132,0.012992255,0.642289102,0.012991826,0.012993122,0.012994497,0.012992409,0.012993685,0.240773663,0.012991837,0.0,5.9,15.4,26.5,A,Metro,165697,4
1811,ID,Idaho,Kootenai County,1,44.5,2,0.0,0.0,0.0,0.235714585,0.0,0.0,0.0,0.0,0.296924382,0.0,0.435730845,0.0,5.9,15.4,26.5,A,Metro,165697,11
1812,ID,Idaho,Kootenai County,22,44.5,3,0.038657037,0.124450786,0.091598043,0.048661895,0.042267467,0.037902209,0.070440449,0.144112064,0.170768411,0.086040973,0.11755465,0.0,5.9,15.4,26.5,A,Metro,165697,9
1813,IN,Indiana,Kosciusko County,1,52.0,1,0.022758925,0.022759238,0.022759214,0.022758937,0.022760514,0.022760386,0.022759113,0.286024481,0.245696276,0.286201835,0.022761093,0.0,5.1,12.0,20.1,B,Non-metro,79456,10
1814,IN,Indiana,Kosciusko County,1,52.0,2,0.030304873,0.030305535,0.030305665,0.030304946,0.030305723,0.030304881,0.030304844,0.696948528,0.030304994,0.030304968,0.030305022,0.0,5.1,12.0,20.1,B,Non-metro,79456,8
1815,IN,Indiana,Kosciusko County,23,52.0,3,0.046333316,0.05506415,0.143988063,0.080326513,0.106246446,0.13581281,0.074884523,0.112182137,0.026504251,0.051775167,0.149174435,0.0,5.1,12.0,20.1,B,Non-metro,79456,11
1816,WI,Wisconsin,La Crosse County,1,53.5,2,0.0,0.0,0.447687656,0.0,0.0,0.470440447,0.0,0.0,0.0,0.0,0.0,0.0,10.3,20.2,36.2,A,Metro,118016,6
1817,WI,Wisconsin,La Crosse County,28,53.5,3,0.111912955,0.046670112,0.043511185,0.042271584,0.067748692,0.093938902,0.033676912,0.09215017,0.229479928,0.065087429,0.144754317,0.0,10.3,20.2,36.2,A,Metro,118016,9
1818,AZ,Arizona,La Paz County,1,85.0,2,0.267422229,0.664367676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.9,29.6,D,Non-metro,21108,2
1819,AZ,Arizona,La Paz County,2,85.0,3,0.088818289,0.078320515,0.005683199,0.005683159,0.005683263,0.005683458,0.005683153,0.005683504,0.34922247,0.116308905,0.314507721,0.0,7.0,19.9,29.6,D,Non-metro,21108,9
1820,CO,Colorado,La Plata County,1,21.5,1,0.022731591,0.022734677,0.022732042,0.022732928,0.022732222,0.022730736,0.02273169,0.022730673,0.022730438,0.772682488,0.022730531,0.0,1.4,2.1,20.9,A,Non-metro,56221,10
1821,CO,Colorado,La Plata County,13,21.5,2,0.273305716,0.015235718,0.041747597,0.191559244,0.056535435,0.055365569,0.008354399,0.064106409,0.042938711,0.131201618,0.088791131,0.0,1.4,2.1,20.9,A,Non-metro,56221,1
1822,CO,Colorado,La Plata County,19,21.5,3,0.064700737,0.025508125,0.032406711,0.033524966,0.144269419,0.06679565,0.078250483,0.076440147,0.206594246,0.08713005,0.146253432,0.0,1.4,2.1,20.9,A,Non-metro,56221,9
1823,TX,Texas,La Salle County,1,90.0,1,0.018183684,0.018183263,0.018182833,0.018182745,0.312161267,0.018184422,0.01818347,0.018183166,0.018184869,0.018182797,0.524187446,0.0,0.0,0.0,0.0,D,Non-metro,7520,11
1824,LA,Louisiana,La Salle Parish,1,82.0,1,0.623791277,0.0,0.0,0.0,0.0,0.0,0.129042491,0.0,0.0,0.174417257,0.0,0.0,6.7,11.7,17.4,D,Non-metro,14892,1
1825,KS,Kansas,Labette County,1,77.0,3,0.0,0.0,0.0,0.0,0.378276318,0.107294828,0.0,0.153066665,0.0,0.094462164,0.243167609,0.0,7.5,15.9,26.6,C,Non-metro,19618,5
1826,PA,Pennsylvania,Lackawanna County,23,59.0,1,0.238074878,0.007495557,0.007495346,0.312921524,0.053755029,0.072445852,0.007495357,0.044172534,0.007495644,0.088926842,0.131831263,0.0,11.1,20.4,36.2,C,Metro,209674,4
1827,PA,Pennsylvania,Lackawanna County,3,59.0,2,0.20216251,0.045996682,0.032268894,0.197624335,0.027945809,0.080597051,0.011615976,0.10112176,0.059401247,0.173053784,0.035429588,0.0,11.1,20.4,36.2,C,Metro,209674,1
1828,PA,Pennsylvania,Lackawanna County,38,59.0,3,0.092585003,0.103085048,0.056770633,0.172285784,0.063696814,0.067520676,0.068348376,0.045720384,0.081252304,0.123791931,0.098196466,0.0,11.1,20.4,36.2,C,Metro,209674,4
1829,MO,Missouri,Laclede County,1,79.0,1,0.045457378,0.045457084,0.045457065,0.045457125,0.045461152,0.545414925,0.045458607,0.045457289,0.04545939,0.045457106,0.045462891,0.0,4.3,11.7,18.2,C,Non-metro,35723,6
1830,MO,Missouri,Laclede County,9,79.0,3,0.212952307,0.033140816,0.018574329,0.100755724,0.046964871,0.124584145,0.017114702,0.00775803,0.351363783,0.028582622,0.028159382,0.0,4.3,11.7,18.2,C,Non-metro,35723,9
1831,MS,Mississippi,Lafayette County,27,58.0,2,0.133154903,0.093125961,0.014901347,0.02191146,0.058891166,0.12298674,0.051770133,0.12379283,0.08953653,0.06381226,0.20780664,0.0,10.4,17.7,31.1,C,Non-metro,54019,11
1832,MS,Mississippi,Lafayette County,99,58.0,3,0.10092636,0.071194596,0.068714574,0.045083581,0.090532902,0.125575049,0.074389479,0.093754664,0.164228483,0.040316838,0.0989289,0.0,10.4,17.7,31.1,C,Non-metro,54019,9
1833,MO,Missouri,Lafayette County,1,61.5,3,0.068192147,0.169023409,0.0,0.07553681,0.1828105,0.099469364,0.0,0.0,0.200534776,0.184208617,0.0,0.0,5.6,14.2,25.1,B,Metro,32708,9
1834,LA,Louisiana,Lafayette Parish,9,50.0,1,0.155557907,0.046500253,0.140770349,0.136182335,0.00547541,0.097905755,0.032335783,0.048146156,0.296377987,0.005476142,0.005475794,0.0,6.8,12.2,23.4,C,Metro,244390,9
1835,LA,Louisiana,Lafayette Parish,8,50.0,2,0.044844427,0.094223734,0.014863768,0.025093209,0.029905986,0.131092141,0.042941552,0.053068811,0.191162894,0.138290591,0.215296377,0.0,6.8,12.2,23.4,C,Metro,244390,11
1836,LA,Louisiana,Lafayette Parish,35,50.0,3,0.04871736,0.076768331,0.050428359,0.06187435,0.07660517,0.162134083,0.073980789,0.068421235,0.234368346,0.043889131,0.084531018,0.0,6.8,12.2,23.4,C,Metro,244390,9
1837,LA,Louisiana,Lafourche Parish,1,62.0,1,0.189331635,0.015152336,0.015152318,0.015152295,0.015152394,0.136723913,0.015152359,0.087107928,0.36876746,0.015152315,0.086181992,0.0,7.8,12.7,21.4,D,Metro,97614,9
1838,LA,Louisiana,Lafourche Parish,6,62.0,2,0.084958406,0.002274649,0.002274604,0.067811512,0.078523311,0.174105057,0.164185106,0.060429282,0.102000964,0.150045931,0.079392528,0.0,7.8,12.7,21.4,D,Metro,97614,6
1839,LA,Louisiana,Lafourche Parish,10,62.0,3,0.06871965,0.053547128,0.042828005,0.040636489,0.062377414,0.103687272,0.064183012,0.045070949,0.152135244,0.032646403,0.302700307,0.0,7.8,12.7,21.4,D,Metro,97614,11
1840,PR,Puerto Rico,Lajas Municipio,107,92.0,3,0.13435602,0.104210555,0.082006231,0.071346695,0.004330249,0.004330143,0.142145885,0.027331729,0.084353305,0.083980611,0.244798986,0.0,5.3,10.4,20.4,D,Metro,22010,11
1841,CA,California,Lake County,3,61.0,2,0.102863737,0.232259055,0.028424805,0.010106872,0.252810049,0.010110689,0.01010687,0.218434961,0.01010687,0.010107161,0.087998142,0.0,6.9,14.8,29.0,D,Non-metro,64386,5
1842,CA,California,Lake County,5,61.0,3,0.092835825,0.027975721,0.04816131,0.033006267,0.078028548,0.117362634,0.071921945,0.084962047,0.160828725,0.053381351,0.215644642,0.0,6.9,14.8,29.0,D,Non-metro,64386,11
1843,CO,Colorado,Lake County,43,48.5,3,0.059163852,0.177349871,0.022727847,0.15446689,0.150487155,0.022728711,0.057814257,0.022730203,0.02272974,0.022732208,0.272705227,0.0,0.0,0.0,0.0,B,Non-metro,8127,11
1844,FL,Florida,Lake County,3,71.0,1,0.107299819,0.049270547,0.01336842,0.0424431,0.053998071,0.018291908,0.039415359,0.156584964,0.36893859,0.04806964,0.063896415,1.1,10.4,18.4,33.7,C,Metro,367118,9
1845,FL,Florida,Lake County,3,71.0,2,0.058732484,0.051273154,0.030143266,0.125598925,0.032047607,0.110631564,0.008211309,0.116010683,0.05939116,0.058158214,0.329033591,1.1,10.4,18.4,33.7,C,Metro,367118,11
1846,FL,Florida,Lake County,11,71.0,3,0.062667737,0.071522025,0.099895316,0.042606262,0.064093001,0.115703231,0.056743612,0.093615117,0.150095167,0.078923578,0.134031844,1.1,10.4,18.4,33.7,C,Metro,367118,9
1847,IL,Illinois,Lake County,2,30.0,1,0.122553688,0.054395586,0.032985441,0.055763682,0.08174714,0.12156298,0.043932533,0.0271392,0.181927712,0.066224729,0.189981369,0.0,5.1,14.7,30.6,B,Metro,696535,11
1848,IL,Illinois,Lake County,7,30.0,2,0.120790334,0.062877961,0.084375262,0.054219853,0.102767829,0.083756543,0.027822926,0.07096144,0.143919322,0.073283894,0.146956037,0.0,5.1,14.7,30.6,B,Metro,696535,11
1849,IL,Illinois,Lake County,8,30.0,3,0.066754565,0.058752862,0.115647475,0.054271872,0.078889063,0.107380263,0.061046211,0.082170355,0.184481297,0.04550197,0.126083159,0.0,5.1,14.7,30.6,B,Metro,696535,9
1850,IN,Indiana,Lake County,74,71.0,1,0.094411604,0.017429215,0.010526761,0.155285421,0.0520619,0.050284203,0.036488771,0.044225879,0.371925347,0.093567645,0.048479067,0.0,6.5,13.5,23.7,C,Metro,485493,9
1851,IN,Indiana,Lake County,16,71.0,2,0.067557643,0.052789267,0.030549344,0.008060182,0.137608018,0.055506554,0.022350706,0.047771324,0.199055912,0.121543456,0.225642796,0.0,6.5,13.5,23.7,C,Metro,485493,11
1852,IN,Indiana,Lake County,31,71.0,3,0.090217398,0.076170637,0.057698632,0.105392546,0.070976649,0.089400678,0.078755597,0.104714998,0.087623516,0.081847288,0.135467388,0.0,6.5,13.5,23.7,C,Metro,485493,11
1853,OH,Ohio,Lake County,365,52.5,1,0.003370624,0.091644356,0.097180277,0.003371035,0.003370651,0.003370622,0.040418086,0.087003281,0.175511517,0.181548119,0.26843607,0.0,5.6,12.4,26.4,A,Metro,230149,11
1854,OH,Ohio,Lake County,8,52.5,2,0.116877863,0.022772475,0.087002901,0.017002063,0.194723664,0.113161845,0.05154682,0.03798124,0.143594387,0.022103906,0.174306178,0.0,5.6,12.4,26.4,A,Metro,230149,5
1855,OH,Ohio,Lake County,23,52.5,3,0.052486094,0.054549048,0.057618212,0.075409338,0.101755204,0.103308259,0.059745021,0.08185366,0.180774187,0.061088278,0.145930594,0.0,5.6,12.4,26.4,A,Metro,230149,9
1856,SD,South Dakota,Lake County,217,41.0,3,0.1086405,0.066150774,0.015411944,0.027017789,0.092589409,0.036692126,0.074651662,0.079960374,0.135396433,0.041475443,0.299659597,0.0,0.0,1.5,16.4,A,Non-metro,12797,11
1857,GA,Georgia,Lamar County,3,60.0,3,0.010104324,0.032826913,0.010104629,0.028331331,0.115144534,0.355141379,0.12140504,0.120589287,0.087021055,0.059120415,0.034423068,0.0,2.2,2.6,3.9,B,Metro,19077,6
1858,MS,Mississippi,Lamar County,11,55.5,3,0.005231497,0.080433234,0.05003026,0.033268511,0.013607544,0.188373422,0.084449679,0.086495494,0.150023485,0.005231502,0.274881694,0.0,12.2,19.5,28.5,C,Metro,63343,11
